created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2019-09-04 16:10:11 UTC,77,0.00,0.00,0.17,2.00,-49.00,77.00,29.00,0.00
2019-09-04 16:12:13 UTC,78,0.00,0.00,0.03,4.00,-47.00,78.00,29.00,0.00,
2019-11-17 00:33:45 UTC,79,0.71,1.69,2.35,2.00,-42.00,70.00,27.00,1.69
2019-11-17 00:35:48 UTC,80,0.59,1.24,1.53,4.00,-42.00,71.00,25.00,1.24
2019-11-17 00:37:45 UTC,81,0.62,1.10,1.13,6.00,-40.00,71.00,25.00,1.10
2019-11-17 00:39:45 UTC,82,0.82,1.28,1.28,8.00,-39.00,72.00,25.00,1.28
2019-11-17 00:41:45 UTC,83,0.71,1.19,1.19,10.00,-42.00,73.00,24.00,1.19
2019-11-17 00:43:45 UTC,84,0.60,0.99,0.99,12.00,-44.00,73.00,24.00,0.99
2019-11-17 00:50:30 UTC,85,1.10,1.92,1.94,2.00,-68.00,69.00,20.00,1.92
2019-11-17 00:52:30 UTC,86,0.78,1.37,1.49,4.00,-70.00,67.00,20.00,1.37
2019-11-17 00:54:30 UTC,87,1.00,1.81,1.86,6.00,-68.00,66.00,21.00,1.81
2019-11-17 00:56:30 UTC,88,1.17,1.99,1.99,8.00,-67.00,64.00,21.00,1.99
2019-11-17 00:58:30 UTC,89,1.43,2.17,2.19,10.00,-69.00,63.00,22.00,2.17
2019-11-17 01:00:30 UTC,90,1.37,2.38,2.97,12.00,-69.00,62.00,22.00,2.38
2019-11-17 01:02:30 UTC,91,1.12,1.80,1.93,14.00,-70.00,61.00,23.00,1.80
2019-11-17 01:04:30 UTC,92,1.13,2.23,2.53,16.00,-70.00,60.00,23.00,2.23
2019-11-17 01:06:30 UTC,93,1.30,2.09,2.16,18.00,-69.00,59.00,24.00,2.09
2019-11-17 01:08:30 UTC,94,1.37,2.10,2.10,20.00,-76.00,58.00,24.00,2.10
2019-11-17 01:10:30 UTC,95,1.18,1.84,1.91,22.00,-72.00,57.00,24.00,1.84
2019-11-17 01:12:30 UTC,96,1.00,1.57,1.69,24.00,-74.00,57.00,25.00,1.57
2019-11-17 01:14:30 UTC,97,1.15,1.79,2.82,26.00,-69.00,56.00,25.00,1.79
2019-11-17 01:16:30 UTC,98,1.57,2.36,2.99,28.00,-72.00,55.00,26.00,2.36
2019-11-17 01:18:30 UTC,99,1.31,2.58,3.63,30.00,-68.00,55.00,26.00,2.58
2019-11-17 01:20:30 UTC,100,1.37,2.27,2.57,32.00,-71.00,55.00,26.00,2.27
2019-11-17 01:22:30 UTC,101,1.31,2.00,2.49,34.00,-66.00,55.00,26.00,2.00
2019-11-17 01:24:30 UTC,102,1.04,1.74,2.68,36.00,-62.00,55.00,27.00,1.74
2019-11-17 01:26:30 UTC,103,1.36,1.91,2.09,38.00,-63.00,54.00,27.00,1.91
2019-11-17 01:28:30 UTC,104,1.15,1.88,2.12,40.00,-62.00,54.00,27.00,1.88
2019-11-17 01:30:30 UTC,105,1.20,1.80,1.83,42.00,-63.00,54.00,27.00,1.80
2019-11-17 01:32:30 UTC,106,1.09,1.70,1.93,44.00,-66.00,54.00,27.00,1.70
2019-11-17 01:34:30 UTC,107,1.09,1.45,1.59,46.00,-72.00,54.00,27.00,1.45
2019-11-17 01:36:30 UTC,108,0.97,1.57,1.74,48.00,-67.00,54.00,27.00,1.57
2019-11-17 01:38:30 UTC,109,1.24,1.71,1.71,50.00,-67.00,53.00,27.00,1.71
2019-11-17 01:40:30 UTC,110,1.13,1.83,1.97,52.00,-68.00,53.00,28.00,1.83
2019-11-17 01:42:30 UTC,111,1.09,1.78,1.82,54.00,-65.00,53.00,28.00,1.78
2019-11-17 01:44:30 UTC,112,1.13,1.56,1.84,56.00,-62.00,53.00,28.00,1.56
2019-11-17 01:46:30 UTC,113,1.10,2.20,2.65,58.00,-65.00,53.00,28.00,2.20
2019-11-17 01:48:30 UTC,114,0.90,1.91,2.33,60.00,-63.00,53.00,28.00,1.91
2019-11-17 01:50:30 UTC,115,1.00,1.75,1.75,62.00,-63.00,53.00,29.00,1.75
2019-11-17 01:52:30 UTC,116,0.96,1.37,2.18,64.00,-64.00,53.00,29.00,1.37
2019-11-17 01:54:30 UTC,117,1.14,2.20,2.65,66.00,-67.00,53.00,29.00,2.20
2019-11-17 01:56:30 UTC,118,1.16,1.65,1.88,68.00,-63.00,52.00,29.00,1.65
2019-11-17 01:58:31 UTC,119,1.20,1.81,2.03,70.00,-65.00,52.00,29.00,1.81
2019-11-17 02:00:30 UTC,120,1.31,1.78,1.91,72.00,-66.00,52.00,29.00,1.78
2019-11-17 02:02:30 UTC,121,1.19,2.03,2.06,74.00,-67.00,52.00,30.00,2.03
2019-11-17 02:04:30 UTC,122,1.13,1.39,1.51,76.00,-63.00,52.00,30.00,1.39
2019-11-17 02:06:30 UTC,123,1.39,2.02,2.71,78.00,-64.00,52.00,30.00,2.02
2019-11-17 02:08:30 UTC,124,1.23,1.81,2.42,80.00,-64.00,52.00,30.00,1.81
2019-11-17 02:10:30 UTC,125,1.10,1.73,2.03,82.00,-63.00,52.00,30.00,1.73
2019-11-17 02:12:30 UTC,126,0.96,1.50,1.64,84.00,-62.00,52.00,30.00,1.50
2019-11-17 02:14:30 UTC,127,1.12,1.99,2.24,86.00,-61.00,52.00,30.00,1.99
2019-11-17 02:16:30 UTC,128,1.47,2.28,2.57,88.00,-60.00,52.00,30.00,2.28
2019-11-17 02:18:30 UTC,129,1.04,1.64,1.64,90.00,-66.00,52.00,30.00,1.64
2019-11-17 02:20:30 UTC,130,0.96,1.54,1.79,92.00,-63.00,52.00,30.00,1.54
2019-11-17 02:22:30 UTC,131,1.04,1.96,2.30,94.00,-60.00,51.00,30.00,1.96
2019-11-17 02:24:30 UTC,132,1.37,2.24,2.40,96.00,-62.00,51.00,30.00,2.24
2019-11-17 02:26:30 UTC,133,1.31,2.06,2.31,98.00,-65.00,51.00,31.00,2.06
2019-11-17 02:28:30 UTC,134,1.01,1.81,2.00,100.00,-62.00,51.00,30.00,1.81
2019-11-17 02:30:30 UTC,135,1.10,1.67,1.96,102.00,-63.00,51.00,31.00,1.67
2019-11-17 02:32:30 UTC,136,1.19,2.04,2.43,104.00,-61.00,51.00,30.00,2.04
2019-11-17 02:34:30 UTC,137,1.40,2.31,3.04,106.00,-64.00,51.00,30.00,2.31
2019-11-17 02:36:30 UTC,138,1.21,1.70,1.83,108.00,-64.00,51.00,31.00,1.70
2019-11-17 02:38:30 UTC,139,0.97,1.49,1.65,110.00,-59.00,51.00,30.00,1.49
2019-11-17 02:40:30 UTC,140,1.25,2.15,2.22,112.00,-60.00,53.00,33.00,2.15
2019-11-17 02:42:30 UTC,141,1.32,2.15,2.18,114.00,-60.00,53.00,31.00,2.15
2019-11-17 02:44:30 UTC,142,0.91,1.29,1.41,116.00,-60.00,52.00,30.00,1.29
2019-11-17 02:46:30 UTC,143,0.90,1.61,1.77,118.00,-62.00,52.00,30.00,1.61
2019-11-17 02:48:30 UTC,144,0.96,1.27,1.44,120.00,-65.00,52.00,30.00,1.27
2019-11-17 02:50:30 UTC,145,1.15,1.36,1.54,122.00,-63.00,52.00,29.00,1.36
2019-11-17 02:52:30 UTC,146,1.00,1.56,1.78,124.00,-61.00,52.00,29.00,1.56
2019-11-17 02:54:30 UTC,147,1.09,1.66,1.83,126.00,-60.00,52.00,29.00,1.66
2019-11-17 02:56:30 UTC,148,0.90,1.49,1.70,128.00,-66.00,52.00,29.00,1.49
2019-11-17 02:58:29 UTC,149,0.85,1.38,1.53,130.00,-61.00,52.00,29.00,1.38
2019-11-17 03:00:30 UTC,150,0.91,1.47,1.65,132.00,-61.00,51.00,29.00,1.47
2019-11-17 03:02:30 UTC,151,0.86,1.64,2.07,134.00,-63.00,51.00,29.00,1.64
2019-11-17 03:04:29 UTC,152,0.61,1.23,1.72,136.00,-62.00,51.00,29.00,1.23
2019-11-17 03:06:30 UTC,153,1.16,1.41,1.65,138.00,-61.00,51.00,29.00,1.41
2019-11-17 03:08:29 UTC,154,0.91,1.41,1.59,140.00,-63.00,51.00,29.00,1.41
2019-11-17 03:10:29 UTC,155,0.91,1.38,2.18,142.00,-66.00,52.00,29.00,1.38
2019-11-17 03:12:30 UTC,156,0.97,1.33,1.41,144.00,-60.00,51.00,29.00,1.33
2019-11-17 03:14:30 UTC,157,0.48,1.28,1.42,146.00,-63.00,52.00,29.00,1.28
2019-11-17 03:16:30 UTC,158,0.81,1.34,1.88,148.00,-65.00,52.00,29.00,1.34
2019-11-17 03:18:30 UTC,159,0.48,0.84,1.28,150.00,-60.00,52.00,29.00,0.84
2019-11-17 03:20:29 UTC,160,0.74,1.06,1.06,152.00,-59.00,51.00,29.00,1.06
2019-11-17 03:22:29 UTC,161,1.42,2.04,2.30,154.00,-63.00,51.00,29.00,2.04
2019-11-17 03:24:30 UTC,162,0.81,1.74,2.15,156.00,-61.00,51.00,29.00,1.74
2019-11-17 03:26:29 UTC,163,0.61,1.19,1.66,158.00,-63.00,51.00,29.00,1.19
2019-11-17 03:28:30 UTC,164,0.83,1.38,1.76,160.00,-63.00,51.00,29.00,1.38
2019-11-17 03:30:29 UTC,165,0.86,1.46,1.59,162.00,-62.00,51.00,29.00,1.46
2019-11-17 03:32:30 UTC,166,0.81,1.87,2.25,164.00,-65.00,51.00,29.00,1.87
